text,label
হাহাহাহা কি পড়াই এসব 🤣🤣,0
ধন্যবাদের যে ভাষা টাই বলি না কেনো সবটাই মনে হয় কম বলা হবে আজ 19 বছর পড়াশোনা সঙ্গে যুক্ত এইভাবে সমাস কখনো শিখিনি এবার থেকে আমার স্টুডেন্টদের ঠিক এইভাবে শেখাবো যা আমরা ছোটবেলায় পাইনি,1
সত্যি খুব ভালো ভাবে বুঝতে পারছি,1
"ভাই আপনার ক্লাস দেখার আগেই ডাউনলোড করে ফেলি,,কারন আপনার ক্লাস মানেই নতুন নতুন জিনিস শেখার প্ল্যাটফর্ম।💜💜💯",1
এত দ্রুত কথা বলেন কেন?,0
গুরুত্বপূর্ণ ভিডিও। এগিয়ে যান দোয়া করি।,1
সেরা একজন শিক্ষক❤❤,1
খুব সুন্দর করে বুঝিয়ে দেওর জন্য ধন্যবাদ ভাই,1
বানচোদের মত ভিডিও করস,0
ভিডিও টা প্রায় ১০ বারের মত দেখলাম মাথায় কিছুই ডুকল না,0
খুব ভালো লাগসে বুঝানোর ধরন দেখে 😌😌,1
কিন্তু আপনি যে লেখক পরিচিতি দেন যে গীতাঞ্জলি ১৯১০ সালে প্রকাশিত হয় এটা ভুল,0
পাবনা থেকে পালাই আসছে নিশ্চিত,0
অতিরিক্ত কথা না বলার জন্যে ধন্যবাদ 😊❤,1
এক ভিডিওতে এত ভুল থাকলে স্টুডেন্টরা শিখবে কি?,0
কিছুই তো বোঝা যায় না,0
"অনেক অনেক ধন্যবাদ স্যার,,আপনাকে....আমার প্রোগ্রামিংয়ের বেসিক কোনো জ্ঞান নেই....আমি কি কোনো ভাষার বেসিক ছাড়া আপনার এই কোর্সটা শিখতে পারবো??আপনার মূল্যবান উপদেশ আমাকে অনেক উপকৃত করবে....",1
"হাসতে হাসতে পড়ানোর ক্ষমতা সবার থাকেনা,  হাসানের ক্ষমতা তো আরও থাকেনা।  কিন্তু আপনার আছে।  ধন্যবাদ।🌸",1
অধ্যয়ন সামগ্রী পুরানো এবং প্রয়োজনীয় নয়।,0
কোর্সটি বেশ অস্বস্তিকর এবং প্রয়োজনীয় সম্পূর্ণ না।,0
এত কথা কয় এই হালা,0
"অনেক দিন পর পড়তে বসলে কোন থেকে শুরু করব তা বুঝতে পারছি না। আবার অন‍্যরা এগিয়ে যাচ্ছে, সেটাও একটা চাপ। এখন  এ বিষয়ে একটা Suggestion দিলে খুব  উপকৃত হতাম।",1
"শিখে কোন কাজে আসেনি, শুধু টাকা খরচ হয়েছে।",0
"অনেক ভালো লাগলো আপনার ক্লাসটা,,,,স্যার❤️❤️❤️❤️",1
যাক আপনার ভিডিও দেখে অনেক টা শিখলাম কালকে আাও পরীক্ষায় সমাস এর উত্তর দিতে পারবো  অনেক অনেক ভালোবাসা রইলো আপনার জন্য,1
প্রদর্শিত উদাহরণগুলি অপ্রয়োজনীয় এবং অব্যাহত ছিল। আমার জন্য এটা বোঝানো কিছুটা কঠিন হয়ে গেছে।,0
